x,y
3.9044661177209,8.869444446555635
3.107860111775467,8.85055480827889
2.2819400042191145,8.869786882445409
3.8401679195683127,8.946765300605321
3.948036079742569,8.828786952127466
2.234028144324877,8.886059593687085
3.460367733926476,8.902214926102324
3.79214074434908,8.81075416140695
3.116324186762962,8.991793633820986
3.496454084297033,8.948725864992634
3.1620397886696123,8.916945155839157
2.643187960763564,8.979714171019557
3.17199242681386,8.825163547011757
3.7564288996249937,8.822802770251176
2.391139058152916,8.92657230323655
3.0080221197818866,8.263939286616127
2.9864236434794225,7.827079081588307
2.9269109917398772,7.487007640547486
2.902024004719169,8.417651892200794
2.955773927430028,7.138844589503128
3.029325516619288,8.69910718047913
3.0894973794541514,8.332960876824064
2.9527559562513357,7.53690940394225
2.9309958422954203,7.691220650057663
3.011727602040214,8.194212991952458
2.961781315527508,8.307290073507904
2.9255143026715325,7.566806844944744
2.9174471228180083,8.726065020649854
2.9672019241671648,7.532089184052606
2.9687253429866067,7.440427643832013
2.9357473594258487,7.07195472377091
3.9147273634041504,7.1014516828090795
2.0809075190986173,7.084834656856781
3.691745078024333,7.0903249415461795
2.9191356115706073,7.139819120220024
3.19543248830951,7.048292145301563
3.8147512923537708,7.101065592311538
2.7266250742660594,7.189988232461675
2.7999437534543663,7.165324494892218
3.471552951540131,7.023707884660539
3.8786979748875217,7.164397454020314
3.975191150181648,7.1667639661997855
3.9914054174403217,7.175926169656602
2.6150468946925614,7.0772674656026195
2.0677897236765848,7.140262433370519
5.635163678371325,8.961860616602975
6.6987005849004,8.50328933959303
6.450510378926328,7.0508046441805305
6.268961321758643,8.807050781581074
6.753348534032926,8.555490171138173
7.434571413733691,8.800152381528532
5.0617372010577935,8.120036202672228
6.467734994671669,6.801255277224523
8.040220971742308,7.882125830961425
7.213925408312328,7.475361176442715
7.311039890500344,7.636861959871457
7.037537943774143,9.146523897403142
8.093100542376469,8.75521410538989
6.555365088623149,8.835202602829114
6.242801593950823,8.745777787080051
6.774590396874443,8.25605173646841
5.936219261535763,7.555374827942571
7.874510181841698,8.075036897058622
5.726880805338221,8.796362706163803
8.144617666510774,8.530450276811276
7.3654641683046105,8.022742072439618
6.484185944051748,7.155753684230672
7.570746686475795,7.88797167709263
6.830400297104136,7.011674505966239
5.009240360043627,8.813502197195373
6.131432488512536,8.903037501320629
6.564341156692276,8.207739964967663
6.5939161688969765,8.293796044971062
6.473134524248895,6.854305340895986
6.764651351242859,8.628383188169664
6.270993524065013,8.882268577333038
5.736422317613783,7.298380767255744
6.369136865601413,6.95802683352587
7.187015807004167,8.759506976090382
5.547524664102973,7.7372013825904125
6.103198110215658,8.943842730899828
6.3644733678250764,7.077982441420321
5.699187116822222,7.375664705256722
5.666215777364883,8.11517932325536
6.511157324738655,8.764023953736237
6.165338515240927,9.056368245415714
7.316839924542423,7.648824503476157
7.240801862348692,9.016007242050772
6.505646533034205,7.3252073748606135
5.353632975049217,7.867123925743633
6.646549494505631,7.2452953404533105
7.395606744197355,9.11127839773072
6.824987955113605,8.749205252544074
6.551456010248655,8.392996880146464
6.10505039081436,7.5004998369187525
0.6557138022599742,2.959524242940953
2.485533371103906,4.615646317053905
2.3767275556526846,2.36591109159745
1.5220886095119308,2.429184675512701
0.7288334679378673,4.0537343219474735
0.893648346595523,2.243926582935557
1.8384730749033245,4.568849035526776
1.2583873849323544,4.564849586018863
0.5,3.3610564694018787
0.7448302123410024,2.4800868232133824
1.8255496796216397,2.1847159340312112
1.2811632185454362,4.408661686718435
1.735115170653208,2.270291167870337
0.9353896592251579,4.306639195302608
0.7992197274621711,3.845465373905653
0.769163485835288,3.689779174004418
1.528661606588005,2.164770461205589
2.0869226733387016,4.78114345310108
0.9791926173813613,4.460195993432441
0.9059694870553395,3.3475907046369078
0.5765672145130787,2.9442842272044207
1.8750645389057998,4.45422358889938
1.5020565436329396,2.2442122309409402
1.9127326082975327,5.0
1.4489582168086061,4.7201151296503
0.7001673331335518,3.959225580166302
0.6992076690527096,2.5106738396101336
2.452346752775666,4.668320403723584
0.879261940054283,4.242396427492922
0.6768016352905737,3.9346430703784327
2.042720232137479,4.725155649662879
0.5110241878041825,4.169943838658294
0.527402097174583,2.6686335098340828
1.0147839531251206,4.515687923322153
1.0792221760005702,2.5400679906398813
1.2509724840415948,2.3965592019796658
0.8296965975471603,2.652378960680132
1.23861902603233,2.1787176180807606
2.5,2.1783545544184566
